"","Term","Ontology","ratio","pvalue","p.adjust","qvalue","ID","GeneRatio","BgRatio","Count","geneID"
"691","calcium-mediated signaling using intracellular calcium source","Biological Process",10.9006451612903,0.0878691983579798,0.296684793306397,0.264192326581464,"GO:0035584","1/62","25/16896",1,"prkacab"
"692","intercellular bridge organization","Biological Process",10.9006451612903,0.0878691983579798,0.296684793306397,0.264192326581464,"GO:0043063","1/62","25/16896",1,"tec"
"693","negative regulation of smooth muscle contraction","Biological Process",10.9006451612903,0.0878691983579798,0.296684793306397,0.264192326581464,"GO:0045986","1/62","25/16896",1,"calcrla"
"694","regulation of synapse structural plasticity","Biological Process",10.9006451612903,0.0878691983579798,0.296684793306397,0.264192326581464,"GO:0051823","1/62","25/16896",1,"drd2a"
"695","negative regulation of cell maturation","Biological Process",10.9006451612903,0.0878691983579798,0.296684793306397,0.264192326581464,"GO:1903430","1/62","25/16896",1,"prkacab"
"696","negative regulation of morphogenesis of an epithelium","Biological Process",10.9006451612903,0.0878691983579798,0.296684793306397,0.264192326581464,"GO:1905331","1/62","25/16896",1,"bmp7b"
"697","female germ cell nucleus","Cellular Component",10.4813895781638,0.0912212290438794,0.300315085486169,0.267425034690483,"GO:0001674","1/62","26/16896",1,"prkacab"
"698","negative regulation of adenylate cyclase activity","Biological Process",10.4813895781638,0.0912212290438794,0.300315085486169,0.267425034690483,"GO:0007194","1/62","26/16896",1,"drd2a"
"699","neuron-neuron synaptic transmission","Biological Process",10.4813895781638,0.0912212290438794,0.300315085486169,0.267425034690483,"GO:0007270","1/62","26/16896",1,"drd2a"
"700","aspartate family amino acid catabolic process","Biological Process",10.4813895781638,0.0912212290438794,0.300315085486169,0.267425034690483,"GO:0009068","1/62","26/16896",1,"LOC121904145"
"701","astral microtubule organization","Biological Process",10.4813895781638,0.0912212290438794,0.300315085486169,0.267425034690483,"GO:0030953","1/62","26/16896",1,"LOC121909097"
"702","positive regulation of sterol transport","Biological Process",10.4813895781638,0.0912212290438794,0.300315085486169,0.267425034690483,"GO:0032373","1/62","26/16896",1,"pparg"
"703","positive regulation of cholesterol transport","Biological Process",10.4813895781638,0.0912212290438794,0.300315085486169,0.267425034690483,"GO:0032376","1/62","26/16896",1,"pparg"
"704","positive regulation of mast cell activation","Biological Process",10.4813895781638,0.0912212290438794,0.300315085486169,0.267425034690483,"GO:0033005","1/62","26/16896",1,"si:ch73-22o12.1"
"705","cholesterol efflux","Biological Process",10.4813895781638,0.0912212290438794,0.300315085486169,0.267425034690483,"GO:0033344","1/62","26/16896",1,"soat1"
"706","circadian sleep/wake cycle","Biological Process",10.4813895781638,0.0912212290438794,0.300315085486169,0.267425034690483,"GO:0042745","1/62","26/16896",1,"prkacab"
"707","negative regulation of circadian rhythm","Biological Process",10.4813895781638,0.0912212290438794,0.300315085486169,0.267425034690483,"GO:0042754","1/62","26/16896",1,"drd2a"
"708",NA,NA,10.4813895781638,0.0912212290438794,0.300315085486169,0.267425034690483,"GO:0044764","1/62","26/16896",1,"si:ch73-22o12.1"
"709","negative regulation of post-transcriptional gene silencing","Biological Process",10.4813895781638,0.0912212290438794,0.300315085486169,0.267425034690483,"GO:0060149","1/62","26/16896",1,"pparg"
"710","cellular response to prostaglandin stimulus","Biological Process",10.4813895781638,0.0912212290438794,0.300315085486169,0.267425034690483,"GO:0071379","1/62","26/16896",1,"pparg"
"711","lipoprotein particle binding","Molecular Function",10.4813895781638,0.0912212290438794,0.300315085486169,0.267425034690483,"GO:0071813","1/62","26/16896",1,"colec12"
"712","protein-lipid complex binding","Molecular Function",10.4813895781638,0.0912212290438794,0.300315085486169,0.267425034690483,"GO:0071814","1/62","26/16896",1,"colec12"
"713","regulation of bicellular tight junction assembly","Biological Process",10.4813895781638,0.0912212290438794,0.300315085486169,0.267425034690483,"GO:2000810","1/62","26/16896",1,"prkacab"
"714","biological process involved in interaction with host","Biological Process",3.94950911640954,0.091244668526436,0.300315085486169,0.267425034690483,"GO:0051701","2/62","138/16896",2,"si:ch73-22o12.1/hipk2"
"715","inner ear development","Biological Process",2.7902675327535,0.0926854041151062,0.302523784993941,0.269391840791917,"GO:0048839","3/62","293/16896",3,"nbl1/pdgfra/LOC121882333"
"716","digestive tract development","Biological Process",2.32423137767384,0.0932351891723847,0.302523784993941,0.269391840791917,"GO:0048565","4/62","469/16896",4,"bmp7b/pdgfra/lamb1b/LOC121882333"
"717","rhythmic behavior","Biological Process",3.89308755760369,0.0934902668521743,0.302523784993941,0.269391840791917,"GO:0007622","2/62","140/16896",2,"prkacab/nr2e3"
"718","stem cell development","Biological Process",3.89308755760369,0.0934902668521743,0.302523784993941,0.269391840791917,"GO:0048864","2/62","140/16896",2,"pdgfra/zeb2a"
"719","regulation of signaling receptor activity","Biological Process",2.31928620452986,0.0937878549076319,0.302523784993941,0.269391840791917,"GO:0010469","4/62","470/16896",4,"bmp7b/nbl1/gdf10a/LOC121882333"
"720","regulation of peptidase activity","Biological Process",2.31928620452986,0.0937878549076319,0.302523784993941,0.269391840791917,"GO:0052547","4/62","470/16896",4,"fbln1/ctsh/pparg/serpine2"
"721","transmembrane receptor protein serine/threonine kinase activity","Molecular Function",10.0931899641577,0.0945611391683178,0.302523784993941,0.269391840791917,"GO:0004675","1/62","27/16896",1,"bmpr1bb"
"722","cell communication by electrical coupling","Biological Process",10.0931899641577,0.0945611391683178,0.302523784993941,0.269391840791917,"GO:0010644","1/62","27/16896",1,"prkacab"
"723","regulation of macrophage derived foam cell differentiation","Biological Process",10.0931899641577,0.0945611391683178,0.302523784993941,0.269391840791917,"GO:0010743","1/62","27/16896",1,"pparg"
"724","negative regulation of phosphatidylinositol 3-kinase signaling","Biological Process",10.0931899641577,0.0945611391683178,0.302523784993941,0.269391840791917,"GO:0014067","1/62","27/16896",1,"serpine2"
"725","response to vitamin E","Biological Process",10.0931899641577,0.0945611391683178,0.302523784993941,0.269391840791917,"GO:0033197","1/62","27/16896",1,"pparg"
"726","low-density lipoprotein particle clearance","Biological Process",10.0931899641577,0.0945611391683178,0.302523784993941,0.269391840791917,"GO:0034383","1/62","27/16896",1,"soat1"
"727","negative regulation of osteoclast differentiation","Biological Process",10.0931899641577,0.0945611391683178,0.302523784993941,0.269391840791917,"GO:0045671","1/62","27/16896",1,"LOC121897897"
"728","sphingolipid binding","Molecular Function",10.0931899641577,0.0945611391683178,0.302523784993941,0.269391840791917,"GO:0046625","1/62","27/16896",1,"lamb1b"
"729","platelet aggregation","Biological Process",10.0931899641577,0.0945611391683178,0.302523784993941,0.269391840791917,"GO:0070527","1/62","27/16896",1,"pdgfra"
"730","cellular response to vitamin","Biological Process",10.0931899641577,0.0945611391683178,0.302523784993941,0.269391840791917,"GO:0071295","1/62","27/16896",1,"pparg"
"731","cellular response to follicle-stimulating hormone stimulus","Biological Process",10.0931899641577,0.0945611391683178,0.302523784993941,0.269391840791917,"GO:0071372","1/62","27/16896",1,"plat"
"732","muscle cell postsynaptic specialization","Cellular Component",10.0931899641577,0.0945611391683178,0.302523784993941,0.269391840791917,"GO:0097482","1/62","27/16896",1,"magi1b"
"733","positive regulation of glycoprotein metabolic process","Biological Process",10.0931899641577,0.0945611391683178,0.302523784993941,0.269391840791917,"GO:1903020","1/62","27/16896",1,"soat1"
"734","negative regulation of vasculature development","Biological Process",3.86547700754976,0.0946191412640625,0.302523784993941,0.269391840791917,"GO:1901343","2/62","141/16896",2,"bmp7b/pparg"
"735","regulation of axon guidance","Biological Process",3.86547700754976,0.0946191412640625,0.302523784993941,0.269391840791917,"GO:1902667","2/62","141/16896",2,"ntn2/nr2e3"
"736","connective tissue development","Biological Process",2.76198779424586,0.0948548439420676,0.302591810272491,0.26945241604556,"GO:0061448","3/62","296/16896",3,"acta2/LOC121895699/bmpr1bb"
"737","cell maturation","Biological Process",2.30945872061236,0.0948979422003514,0.302591810272491,0.26945241604556,"GO:0048469","4/62","472/16896",4,"prkacab/nanos1/pparg/nr2e3"
"738","glucose homeostasis","Biological Process",2.75268817204301,0.0955826814459444,0.302849553186127,0.269681931347826,"GO:0042593","3/62","297/16896",3,"LOC121899291/prkacab/pparg"
"739","regulation of protein binding","Biological Process",2.75268817204301,0.0955826814459444,0.302849553186127,0.269681931347826,"GO:0043393","3/62","297/16896",3,"prkacab/LOC121895699/hipk2"
"740","cellular glucose homeostasis","Biological Process",3.83825533848251,0.0957520076669329,0.302849553186127,0.269681931347826,"GO:0001678","2/62","142/16896",2,"LOC121899291/prkacab"
"741","activation of cysteine-type endopeptidase activity involved in apoptotic process","Biological Process",3.83825533848251,0.0957520076669329,0.302849553186127,0.269681931347826,"GO:0006919","2/62","142/16896",2,"ctsh/pparg"
"742","tissue remodeling","Biological Process",3.83825533848251,0.0957520076669329,0.302849553186127,0.269681931347826,"GO:0048771","2/62","142/16896",2,"LOC121899291/LOC121882333"
"743","somite development","Biological Process",3.83825533848251,0.0957520076669329,0.302849553186127,0.269681931347826,"GO:0061053","2/62","142/16896",2,"calcrla/zeb2a"
"744","regulation of transforming growth factor beta receptor signaling pathway","Biological Process",3.81141439205955,0.0968888227497676,0.303882541385194,0.270601788252526,"GO:0017015","2/62","143/16896",2,"LOC121882333/hipk2"
"745",NA,NA,3.81141439205955,0.0968888227497676,0.303882541385194,0.270601788252526,"GO:0051817","2/62","143/16896",2,"ptx3a/hipk2"
"746","lipid transport","Biological Process",2.73427554212968,0.0970453368022965,0.303882541385194,0.270601788252526,"GO:0006869","3/62","299/16896",3,"drd2a/pparg/soat1"
"747","circadian rhythm","Biological Process",2.72516129032258,0.0977801359032582,0.303882541385194,0.270601788252526,"GO:0007623","3/62","300/16896",3,"drd2a/prkacab/nr2e3"
"748","platelet-derived growth factor receptor binding","Molecular Function",9.73271889400922,0.0978889718419539,0.303882541385194,0.270601788252526,"GO:0005161","1/62","28/16896",1,"pdgfra"
"749","striatum development","Biological Process",9.73271889400922,0.0978889718419539,0.303882541385194,0.270601788252526,"GO:0021756","1/62","28/16896",1,"drd2a"
"750","dorsal/ventral neural tube patterning","Biological Process",9.73271889400922,0.0978889718419539,0.303882541385194,0.270601788252526,"GO:0021904","1/62","28/16896",1,"LOC121895699"
"751","positive regulation of chondrocyte differentiation","Biological Process",9.73271889400922,0.0978889718419539,0.303882541385194,0.270601788252526,"GO:0032332","1/62","28/16896",1,"bmpr1bb"
"752","nuclear retinoid X receptor binding","Molecular Function",9.73271889400922,0.0978889718419539,0.303882541385194,0.270601788252526,"GO:0046965","1/62","28/16896",1,"pparg"
"753","regulation of response to interferon-gamma","Biological Process",9.73271889400922,0.0978889718419539,0.303882541385194,0.270601788252526,"GO:0060330","1/62","28/16896",1,"pparg"
"754","regulation of interferon-gamma-mediated signaling pathway","Biological Process",9.73271889400922,0.0978889718419539,0.303882541385194,0.270601788252526,"GO:0060334","1/62","28/16896",1,"pparg"
"755","cellular response to lithium ion","Biological Process",9.73271889400922,0.0978889718419539,0.303882541385194,0.270601788252526,"GO:0071285","1/62","28/16896",1,"pparg"
"756","embryonic skeletal joint development","Biological Process",9.73271889400922,0.0978889718419539,0.303882541385194,0.270601788252526,"GO:0072498","1/62","28/16896",1,"bmp7b"
"757","spanning component of membrane","Cellular Component",9.73271889400922,0.0978889718419539,0.303882541385194,0.270601788252526,"GO:0089717","1/62","28/16896",1,"bmpr1bb"
"758","neuromuscular synaptic transmission","Biological Process",3.78494623655914,0.0980295434562627,0.30391745002931,0.270632873755104,"GO:0007274","2/62","144/16896",2,"bmp7b/atp2a1l"
"759","ATP binding","Molecular Function",2.28046969901471,0.0982660214397773,0.304249209991406,0.270928299871406,"GO:0005524","4/62","478/16896",4,"prkacab/LOC121884139/atp2a1l/bmpr1bb"
"760","mesoderm formation","Biological Process",3.75884315906563,0.0991741269835925,0.304911807125561,0.271518330376536,"GO:0001707","2/62","145/16896",2,"bmp7b/prkacab"
"761","diencephalon development","Biological Process",3.75884315906563,0.0991741269835925,0.304911807125561,0.271518330376536,"GO:0021536","2/62","145/16896",2,"drd2a/zeb2a"
"762","regulation of cellular response to transforming growth factor beta stimulus","Biological Process",3.73309765797614,0.100322530781179,0.304911807125561,0.271518330376536,"GO:1903844","2/62","146/16896",2,"LOC121882333/hipk2"
"763","positive regulation of lipid localization","Biological Process",3.73309765797614,0.100322530781179,0.304911807125561,0.271518330376536,"GO:1905954","2/62","146/16896",2,"atp2a1l/pparg"
"764","luteinization","Biological Process",9.39710789766407,0.101204770024654,0.304911807125561,0.271518330376536,"GO:0001553","1/62","29/16896",1,"pdgfra"
"765","regulation of T cell mediated cytotoxicity","Biological Process",9.39710789766407,0.101204770024654,0.304911807125561,0.271518330376536,"GO:0001914","1/62","29/16896",1,"si:ch73-22o12.1"
"766","response to dietary excess","Biological Process",9.39710789766407,0.101204770024654,0.304911807125561,0.271518330376536,"GO:0002021","1/62","29/16896",1,"pparg"
"767","desensitization of G protein-coupled receptor signaling pathway","Biological Process",9.39710789766407,0.101204770024654,0.304911807125561,0.271518330376536,"GO:0002029","1/62","29/16896",1,"drd2a"
"768","negative regulation of production of molecular mediator of immune response","Biological Process",9.39710789766407,0.101204770024654,0.304911807125561,0.271518330376536,"GO:0002701","1/62","29/16896",1,"LOC121882333"
"769","spermatid nucleus differentiation","Biological Process",9.39710789766407,0.101204770024654,0.304911807125561,0.271518330376536,"GO:0007289","1/62","29/16896",1,"si:ch73-22o12.1"
"770","negative regulation of cyclase activity","Biological Process",9.39710789766407,0.101204770024654,0.304911807125561,0.271518330376536,"GO:0031280","1/62","29/16896",1,"drd2a"
